GeneA	GeneB	Class	From	Recs.add	Recs.sub	EssgCom	GOSemSim_MF	GOSemSim_BP	GOSemSim_CC	GeneMANIAGG	HI.add	HI.sub	BioDis	LofIn.add	LofIn.sub	BioGRIDPP	STRINGPP	REAC_FI	PS_2DbJacSim	HighexpPer	Abundance.add	Abundance.sub	COXPRESdbMRvalue	DOSemSim
APC	TGM4	0	ref_10000random	1.04281	0.099044	1	0.158	0.726	0.451	0.0	0.521	0.413	0.062704	1.0	1.0	0	0.0	0.0	0.0	0.0	7.6E-5	8.2E-5	0.5655	1.0
KSR1	PTPRB	0	ref_10000random	0.290791	0.011909	1	0.672	0.301	0.491	0.0	0.48	0.016	0.050673	1.552685	0.334321	0	0.18	0.0	0.0	0.375	0.0011183459	0.0018543032	0.4298	0.746
ALPK1	KDR	0	ref_10000random	0.226898	0.03532	1	0.706	0.24	0.574	0.0	0.512	0.286	0.054571	0.984488	0.984488	0	0.0	0.0	0.0625	0.4	5.0E-6	9.0E-6	0.5559	0.0
RAB37	PGD	0	ref_10000random	0.956484	0.720208	0	0.211	0.11	0.478	0.0	0.304	0.164	0.105568	0.968743	0.968578	0	0.0	0.0	0.0	0.0667	0.006193	0.009891	0.4854	0.055
EFNA2	TOX3	0	ref_10000random	0.48420757	0.22291058	0	0.633	0.206	0.0	0.0	1.093	0.795	0.054895	1.371089	0.617589	0	0.0	0.0	0.0	0.2222	1.8E-5	2.9E-5	0.2923	0.0
RNASE2	SAFB2	0	ref_10000random	0.43187612	0.13807286	0	0.158	0.294	0.538	0.0	0.315	0.025	0.064958	1.037605	0.96156	0	0.0	0.0	0.0	0.1053	0.003582	0.004262	0.5601	0.498
RBM17	RRP8	0	ref_10000random	0.3834077	0.1415104	0	1.0	0.34	1.0	0.0	0.7826252	0.385907	0.054895	0.998609	0.998596	0	0.0	0.0	0.0	0.2941	6.56E-4	8.22E-4	0.3393	0.0
CLTC	BCL6	0	ref_10000random	1.462619	0.428808	1	0.565	0.254	0.526	0.0	0.875	0.305	0.050673	1.982525	0.017475	0	0.0	0.0	0.0	0.0417	0.005044	0.008918	0.5387	0.417
RABIF	EPRS	0	ref_10000random	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
FAM213B	BRWD3	0	ref_10000random	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
RAB4A	OR4K14	0	ref_10000random	0.170124	0.04303	0	0.0	0.702	0.356	0.0	0.261	0.129	0.052784	0.108561	0.053654	0	0.0	0.0	0.0	0.0	2.36E-4	4.09E-4	0.48738196	0.0
DEFB4A	NAAA	0	ref_10000random	0.54498714	0.19408514	0	0.458	0.232	0.438	0.0	0.7699557	0.31845096	0.101345	0.399816	0.399809	0	0.0	0.0	0.0	0.1111	6.3E-5	1.1E-4	0.6096	1.0
GREM1	MED9	0	ref_10000random	0.677468	0.441551	1	1.0	0.0	0.094	0.0	0.922	0.504	0.052784	1.026848	0.395351	0	0.0	0.0	0.0	0.0588	0.0014087239	0.0023268634	0.5953	0.0
EPHA6	EHBP1	0	ref_10000random	0.2867172	0.07194741	0	0.0	0.0	0.55	0.0	0.479	0.085	0.095715	1.954262	0.045236	0	0.0	0.0	0.0	0.3846	6.8E-5	1.15E-4	0.5412	0.0
IFT57	IFT140	0	ref_10000random	0.325837	0.116119	1	1.0	0.476	0.882	0.0	0.409	0.151	0.045746	4.0E-6	4.0E-6	0	0.988	1.0	0.0	0.6154	1.3E-5	2.0E-6	0.3923	0.0
ASB11	OXER1	0	ref_10000random	0.29932785	0.085702345	0	0.0	0.101	0.356	0.0	0.255	0.035	0.094782	0.155409	0.155409	0	0.0	0.0	0.0	0.0	9.0E-6	7.0E-6	0.3815	0.0
SLC41A1	RASSF7	0	ref_10000random	0.21917	0.01702	0	0.262	0.0	0.257	0.0	0.432	0.26	0.136337	0.705788	0.705781	0	0.0	0.0	0.0	0.1304	0.0019102028	0.0035061128	0.607	0.0
SLC25A24	SCAMP2	0	ref_10000random	0.218673	0.009233	0	0.355	0.33	0.705	0.0	0.326	0.056	0.09464	0.383701	0.383701	0	0.0	0.0011544831	0.0	0.36	8.29E-4	1.5E-5	0.4101	0.0
AIMP2	GGA3	0	ref_10000random	0.4945865	0.21036221	1	1.0	0.419	0.418	0.0	0.6164794	0.27689016	0.035469	0.506707	0.503781	0	0.0	0.0	0.0	0.125	0.0015561754	0.0024819332	0.4531	0.147
EML6	EP400	0	ref_10000random	0.46197814	0.18091395	1	0.48459706	0.24464653	0.50452065	0.0	0.85511714	0.3603007	0.049226	1.443033	0.556968	0	0.0	0.0	0.0	0.2	3.9E-5	6.2E-5	0.3583	0.13621366
CXXC1	MTX3	0	ref_10000random	0.218692	0.013598	1	0.0	0.0	0.0	0.0	0.376	0.142	0.052018	1.098213	0.897511	0	0.0	0.0	0.0	0.5	5.2E-5	1.6E-5	0.4791	0.0
GABARAPL2	CPNE3	0	ref_10000random	0.273438	0.038325	0	0.601	0.253	0.666	0.0	0.583	0.031	0.057007	7.43E-4	7.43E-4	0	0.0	0.0	0.0	0.0417	0.0015813702	0.0023391126	0.2258	0.0
DPCD	DIP2A	0	ref_10000random	0.3734124	0.14885433	0	1.0	0.0	0.356	0.0	0.59074336	0.2999476	0.062173	0.728803	0.723396	0	0.0	0.0	0.0	0.1111	7.0E-5	8.1E-5	0.5776	0.0
ARFIP1	CRYGC	0	ref_10000random	0.509307	0.282836	0	0.303	0.065	0.704	0.0	0.404	0.21	0.064535	0.047339	0.039881	0	0.0	0.0	0.0	0.0	0.00205	1.1E-4	0.5363	0.032
SLC8A3	EPRS	0	ref_10000random	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
RASA4B	DNAH1	0	ref_10000random	0.29734457	0.11490883	0	0.0	0.0	0.0	0.0	0.43285456	0.23751256	0.0929	0.575646	0.575646	0	0.0	0.0	0.0	0.1	5.0E-6	7.0E-6	0.3939	0.0
SERPINB12	B4GALNT4	0	ref_10000random	0.214767	0.030056	0	0.05404346	0.06916234	0.19415286	1.4E-4	0.666	0.442	0.256178	0.81693	0.81693	0	0.0	0.019898273	0.0	0.0	5.2E-5	8.8E-5	0.6353	0.0
KDELC2	OR2V1	0	ref_10000random	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
WBP1L	WWTR1	0	ref_10000random	0.3082101	0.08378722	1	0.46906662	0.19754009	0.51383394	8.0E-5	0.75981116	0.25810865	0.085139	1.828259	0.009484	0	0.0	0.0065482743	0.0	0.5	6.2E-5	9.0E-5	0.398	0.047813173
TRIM4	SH2D4A	0	ref_10000random	0.191799	0.002798	0	0.0	0.035	0.885	0.0	0.226	0.006	0.087251	2.0E-6	2.0E-6	0	0.0	0.0	0.0	0.28	0.005883	0.010287	0.4515	0.0
LECT2	RSPH9	0	ref_10000random	0.34413236	0.12648724	0	1.0	0.22	0.157	0.0	0.42394644	0.16832386	0.09494	0.010703	9.02E-4	0	0.0	0.0	0.0	0.1111	1.9E-5	2.4E-5	0.4894	0.0
BIRC3	LRRC63	0	ref_10000random	0.4082262	0.15584463	0	0.38952908	0.20011953	0.41612312	0.0	0.55895567	0.26358515	0.078736	0.6056606	0.3998186	0	0.0	0.0	0.0	0.0	6.0E-6	1.0E-5	0.4912	0.119606845
EMP3	STXBP3	0	ref_10000random	0.300235	0.008578	1	1.0	0.23	1.0	0.0	0.505	0.021	0.164679	5.81E-4	5.66E-4	0	0.0	0.0	0.0	0.2105	4.15E-4	6.51E-4	0.4767	0.057
IL11	DPP7	0	ref_10000random	0.37271994	0.123901665	1	0.129	0.176	0.574	0.0	0.202	0.002	0.057007	0.427158	0.427158	0	0.0	0.0	0.0	0.3077	0.003727	0.006609	0.5265	0.269
CCDC155	PLA2G4C	0	ref_10000random	0.147772	0.009739	0	0.37442943	0.15664303	0.35960978	0.0	0.2878979	0.13891806	0.093284	1.0E-6	1.0E-6	0	0.0	0.0	0.0	0.1818	8.0595555E-4	0.0015951514	0.589	6.990593E-4
IFNA8	ZNRD1	0	ref_10000random	0.32693753	0.12690502	0	0.3100268	0.17460719	0.29278412	0.0	0.021	0.001	0.096965	0.144865	0.144861	0	0.0	0.0	0.0	0.0	1.85E-4	3.25E-4	0.5032	0.05278802
RHOF	ZBTB9	0	ref_10000random	0.29983845	0.090736136	0	0.602	0.0	0.0	0.0	0.297	0.041	0.054204	0.017367	0.006952	0	0.0	0.0	0.0	0.2	5.8E-5	6.8E-5	0.5186	0.0
SWSAP1	UPF3A	0	ref_10000random	0.3594393	0.13456789	0	0.623	0.235	0.303	0.0	0.45303595	0.18481451	0.052784	9.48E-4	6.78E-4	0	0.0	0.0	0.0	0.2778	1.5E-5	2.1E-5	0.41	0.0
ANP32A	TOP3B	0	ref_10000random	0.514976	0.004854	0	0.838	0.158	1.0	0.0	0.687	0.215	0.058684	1.088398	0.859342	0	0.0	0.0	0.0	0.2353	0.006022	0.010603	0.492	1.0
SMARCA2	CEP112	0	ref_10000random	0.36764178	0.12988225	0	0.0	0.0	0.656	0.0	0.6135944	0.29260144	0.088175	0.999998	0.999998	0	0.0	0.0	0.0	0.2609	2.02E-4	3.31E-4	0.5475	0.0
REPS2	TRIM46	0	ref_10000random	0.255835	0.026303	0	0.0	0.159	0.244	0.0	0.83	0.214	0.114251	1.96708	0.030224	0	0.0	0.0	0.0	0.6875	5.0E-5	7.6E-5	0.6157	0.0
HM13	PCSK5	0	ref_10000random	0.463556	0.020006	1	0.768	0.346	0.666	0.0	0.341	0.131	0.065061	0.882496	0.882081	0	0.0	0.0	0.0	0.3333	3.19E-4	5.32E-4	0.4873	0.0
HDDC3	SLC6A1	0	ref_10000random	0.350428	0.129258	0	0.2810981	0.15318781	0.37440547	0.0	0.263	0.041	0.116133	1.071132	0.927471	0	0.0	0.0	0.0	0.05	1.63E-4	2.73E-4	0.524	0.049781714
DLX5	OR6X1	0	ref_10000random	0.410462	0.236168	1	0.143	0.0	0.305	0.0	0.5012524	0.28572735	0.0929	0.676326	0.675633	0	0.0	0.0	0.0	0.0	0.0010180229	0.0017081884	0.52376974	0.0
CHRNA7	MMAA	0	ref_10000random	0.44359	0.245552	1	0.444	0.134	0.213	0.0	0.499	0.319	0.151523	0.49244663	0.4124983	0	0.0	0.0	0.0	0.1579	0.0014438152	0.0024401317	0.6241	0.444
DMBX1	C1orf131	0	ref_10000random	0.31672788	0.10492083	1	0.39166954	0.19490212	0.4342647	0.0	0.228	0.096	0.067796	0.915996	0.915995	0	0.0	0.0	0.0	0.0	3.7E-5	4.3E-5	0.4702	0.061864574
RPAP1	SART1	0	ref_10000random	0.2039	0.004589	0	1.0	0.0	0.0	0.0	0.844	0.722	0.056338	0.992556	0.992556	0	0.0	0.0	0.0	0.4375	6.41E-4	8.74E-4	0.2244	0.0
TMBIM6	OPHN1	0	ref_10000random	0.336985	0.05713	0	0.328	0.232	0.45	0.0	0.6608915	0.33455738	0.054895	1.015618	0.983279	0	0.0	0.0	0.0	0.1429	4.1E-5	4.1E-5	0.4993	0.147
SMIM2	CASP10	0	ref_10000random	0.34337822	0.12559085	0	0.28111243	0.16760676	0.37293407	0.0	0.47459248	0.22120097	0.109378	0.5596168	0.41681913	0	0.0	0.0	0.0018518432	0.0	3.0E-5	4.8E-5	0.566	0.05647101
CENPM	NELFA	0	ref_10000random	0.36281607	0.1446475	0	0.0	0.036	0.946	0.0	0.58165425	0.25341687	0.050673	0.380872	0.047095	0	0.0	0.0	0.0	0.2	4.13E-4	4.06E-4	0.431	0.0
ABHD4	PMPCA	0	ref_10000random	0.218161	0.004751	0	0.52	0.134	0.469	0.0	0.526	0.002	0.066008	2.61E-4	1.11E-4	0	0.0	0.0	0.0	0.3529	0.001932	0.003412	0.5446	0.0
KBTBD3	IL1A	0	ref_10000random	1.08105	0.827489	1	0.40641958	0.22509627	0.26140288	0.0	0.207	0.123	0.085139	3.7E-5	1.5E-5	0	0.0	0.0	0.0	0.0667	1.4E-5	2.0E-6	0.5649	0.2047115
CBWD6	OR7G1	0	ref_10000random	0.37899432	0.14587873	0	0.36296004	0.18775655	0.35654855	0.0	0.45139956	0.22588462	0.087251	0.343158	0.191725	0	0.0	0.0	0.0	0.0	1.8E-5	2.4E-5	0.51262116	0.09573079
TBC1D23	SPATA25	0	ref_10000random	0.28758278	0.089754954	0	0.477	0.159	0.214	0.0	0.3501918	0.14304048	0.112878	5.25E-4	3.02E-4	0	0.0	0.0	0.0	0.1765	5.4E-5	9.5E-5	0.4993	0.0
ZNF280C	ARSD	0	ref_10000random	0.28780594	0.07942288	0	0.34057316	0.1574731	0.39992613	0.0	0.474	0.224	0.133918	1.285146	0.6994	0	0.0	0.0	0.0	0.2381	2.2E-5	1.9E-5	0.4979	0.033096112
SNX32	GPR55	0	ref_10000random	0.3128098	0.10271434	0	0.143	0.21	0.257	0.0	0.223	0.041	0.097371	3.89E-4	3.89E-4	0	0.0	0.0	0.0	0.2	2.0E-5	2.6E-5	0.3878	0.0
IMPACT	C1orf131	0	ref_10000random	0.33253667	0.12496914	0	0.42961183	0.20822014	0.46409753	0.0	0.262	0.13	0.059511	3.3E-5	3.3E-5	0	0.0	0.0	0.0	0.1818	6.9E-5	1.2E-5	0.3513	0.0642496
CPSF2	NOL7	0	ref_10000random	0.254235	0.04144	0	0.39289236	0.19016197	0.4409355	0.0	0.385	0.069	0.054895	0.011038	0.010882	0	0.0	0.0	0.0	0.3333	6.19E-4	1.79E-4	0.4183	0.050836742
FAM19A1	ZNF576	0	ref_10000random	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
ROM1	RGMB	0	ref_10000random	0.399495	0.061113	1	0.0	0.0	0.742	0.0	0.527	0.269	0.09853	0.064024	0.057487	0	0.0	0.0	0.0	0.0833	1.1E-5	1.4E-5	0.5579	0.0
SPTLC1	MSX1	0	ref_10000random	0.831403	0.381236	2	0.424	0.198	0.524	0.0	1.177	0.481	0.057007	0.275362	0.275361	0	0.0	0.0	0.0	0.3158	6.42E-4	0.001133	0.4574	0.256
UGCG	B4GALNT4	0	ref_10000random	0.492799	0.308087	1	0.29630005	0.16046762	0.30660447	5.2E-5	0.261	0.037	0.200886	1.799499	0.165638	0	0.0	0.0	0.2	0.0	6.0E-6	6.0E-6	0.5054	0.051492594
APOO	SLC37A2	0	ref_10000random	0.231447	7.9E-4	0	0.082	0.155	0.593	0.0	0.411	0.229	0.220619	0.754113	0.754113	0	0.0	0.0	0.0	0.0	3.35E-4	5.8E-4	0.5951	0.0
