GeneA	GeneB	Class	From	Recs.add	Recs.sub	EssgCom	GOSemSim_MF	GOSemSim_BP	GOSemSim_CC	GeneMANIAGG	HI.add	HI.sub	BioDis	LofIn.add	LofIn.sub	BioGRIDPP	STRINGPP	REAC_FI	PS_2DbJacSim	HighexpPer	Abundance.add	Abundance.sub	COXPRESdbMRvalue	DOSemSim
FGFR1	KLB	1	Ref	0.884396	0.687763	1	0.554	0.466	1.0	1.9E-4	1.177	0.815	0.023929	1.083217	0.894271	1	0.962	1.0	0.0	0.1905	7.8E-5	1.38E-4	0.5076	0.21
CLCN7	TCIRG1	1	Ref	0.683442	0.087722	2	0.424	1.0	0.584	2.5E-4	0.412	0.004	0.15221	0.981289	0.981277	0	0.831	0.0	0.0	0.3158	7.1E-5	3.8E-5	0.1746	0.593
CLCNKA	CLCNKB	1	Ref	0.492348	0.107799	0	0.0	1.0	1.0	0.0013	0.221	0.017	0.009384	0.0	0.0	0	0.628	0.0	1.0	0.7143	4.0E-6	2.0E-6	0.0099	0.976
FBN1	TRPS1	1	Ref	0.247501	0.019966	2	0.477	0.462	0.394	1.0E-4	1.432	0.252	0.025336	1.990109	0.009891	0	0.18	0.0	0.0	0.3182	4.11E-4	4.96E-4	0.3401	0.44
ALDH2	ADH5	1	Manual	1.01397	0.325811	0	0.568	0.603	0.727	1.0E-4	0.718	0.244	0.089362	3.0E-6	1.0E-6	0	0.924	0.0	0.0	0.1364	0.00446	9.19E-4	0.2593	0.36
FGA	FGB	1	Manual	0.827908	0.006539	0	0.983	0.971	0.978	0.0037	0.826	0.468	0.005278	0.19539	0.19539	1	0.999	1.0	0.6667	1.0	0.0027090271	0.0021701362	1.0E-4	0.587
COL6A1	COL6A3	1	Manual	0.943581	0.136389	0	1.0	0.672	0.892	0.0027	1.603	0.297	0.00563	0.999995	0.999995	0	0.99	1.0	0.6667	0.5556	0.00387	8.42E-4	0.0493	0.53
SLC34A1	SLC34A3	1	Manual	0.461182	0.114506	1	0.823	0.617	0.809	0.0029	0.311	0.053	0.122688	0.0	0.0	0	0.155	0.0	1.0	0.2222	4.0E-6	5.0E-6	0.235	0.112
MSH6	MUTYH	1	Manual	1.068428	0.485668	0	0.602	0.586	0.789	0.0027	1.096	0.852	0.006334	0.92649347	0.6214113	1	0.925	0.64	0.0	0.5714	0.001676	0.002947	0.3356	0.56
GJB2	MYO7A	1	Manual	0.844509	0.166877	1	0.482	0.231	0.382	0.0	0.509	0.295	0.108383	0.0	0.0	0	0.706	0.0	0.0	0.0	1.0E-5	9.0E-6	0.5145	0.575
PAX4	PCSK1	1	Manual	0.554824	0.12501	2	0.098	0.118	0.475	0.0	0.349	0.231	0.023929	0.09301	0.086269	0	0.518	0.0	0.0	0.0	1.6E-5	1.5E-5	0.3966	0.523
PAX4	CHD7	1	Manual	0.354558	0.075256	2	0.311	0.517	1.0	0.0	0.18	0.062	0.054895	1.00337	0.99663	0	0.0	0.0	0.0	0.1429	1.3E-5	8.0E-6	0.4425	0.308
KCNH2	JUP	1	Manual	0.635226	0.04003	2	0.553	0.331	0.469	0.0	1.686	0.292	0.058961	1.033586	0.958517	0	0.356	0.0	0.0	0.0	9.73E-4	0.001714	0.4518	0.54
APOB	APOE	1	Manual	1.880304	0.114825	1	0.711	0.524	0.855	0.0014	0.629	0.145	0.00563	0.034534	0.034534	0	0.996	1.0	0.0	0.0769	0.02119	0.027693	0.3258	0.654
MITF	C2orf74	1	Manual	0.334866	0.12061057	1	0.32104802	0.16418143	0.360888	0.0	0.45184886	0.21953237	0.11062071	0.48404476	0.3602841	0	0.0	0.0	0.0	0.0	2.1E-5	3.1E-5	0.4955	0.059554182
GJB2	GJB6	1	Manual	0.827447	0.183939	1	0.0	0.0	0.253	0.0047	0.448	0.356	0.006334	1.9E-4	1.9E-4	0	0.628	0.99	1.0	0.4286	3.0E-6	3.0E-6	0.0023	0.759
SCN1A	SCN9A	1	Manual	0.413029	0.015142	2	1.0	0.851	0.736	3.4E-4	0.497	0.065	0.014076	1.0	1.0	0	0.385	0.0	1.0	0.0435	1.0E-6	1.0E-6	0.2164	0.436
SCN1A	SCN8A	1	Manual	0.468596	0.040425	2	1.0	0.709	0.81	3.4E-4	0.739	0.307	0.014076	1.999998	2.0E-6	0	0.42	0.0	0.75	0.5294	2.0E-6	0.0	0.3318	0.678
SCN1A	HLF	1	Manual	0.34997	0.0782	1	0.05	0.146	0.661	0.0	0.616	0.184	0.057007	1.877862	0.122138	0	0.201	0.0	0.0	0.25	5.0E-6	6.0E-6	0.3631	0.119
SCN1A	POLG	1	Manual	0.555939	0.127768	2	0.062	0.082	0.408	0.0	0.421	0.011	0.126682	1.000041	0.999959	0	0.471	0.0	0.0	0.08	2.9E-5	4.8E-5	0.555	0.552
SCN1A	KCNQ2	1	Manual	0.365373	0.062798	2	0.768	0.365	0.627	5.0E-5	0.608	0.176	0.052784	1.999356	6.44E-4	0	0.775	0.0	0.2	0.7059	5.0E-6	5.0E-6	0.3776	0.747
SCN1A	CACNB4	1	Manual	0.353497	0.074673	1	0.72	0.422	0.618	0.0	0.378	0.054	0.025336	1.011364	0.988636	0	0.73	0.0	0.0	0.4706	4.0E-6	4.0E-6	0.1362	0.715
SCN1A	CACNA1G	1	Manual	0.387806	0.040364	1	0.684	0.652	0.63	6.9E-5	0.617	0.185	0.054895	1.999997	3.0E-6	0	0.281	0.0	0.3333	0.2727	4.0E-6	4.0E-6	0.2863	0.774
SCN1A	CACNA1A	1	Manual	0.773142	0.344972	2	0.72	0.417	0.627	1.4E-4	0.827	0.395	0.025336	2.0	0.0	0	0.488	0.0	0.2	0.25	4.0E-6	4.0E-6	0.4316	0.709
ALAS2	UROS	1	Manual	0.555745	0.350807	2	0.158	0.416	0.791	0.0024	0.906	0.734	0.192259	0.98293	0.95838	0	0.826	0.0	0.0	0.0	0.0051653283	0.0056676976	0.416	0.684
CLCN1	SCN4A	1	Manual	0.4568587	0.13238214	1	0.708	0.553	0.837	0.0	0.469	0.243	0.163044	0.010442	0.010442	0	0.812	0.24094366	0.0	0.125	4.0E-6	7.0E-6	0.211	0.469
KANSL1	KAT8	1	Manual	0.74803054	0.2678301	1	0.883	0.629	0.963	0.0018	1.1605312	0.36791304	0.00563	1.91231	0.087157	1	0.993	1.0	0.0	0.625	5.5E-5	2.7E-5	0.2981	0.0
COL4A5	LAMA5	1	Manual	0.80966234	0.326723	1	0.736	1.0	0.706	2.5E-4	1.534	0.226	0.022521	1.942956	0.05688	0	0.558	0.0	0.0	0.45	1.45E-4	4.4E-5	0.1744	0.526
LAMC1	MMP14	1	Manual	0.945107	0.16983	2	0.183	0.55	0.466	7.7E-5	0.616	0.33	0.00563	1.987123	0.012876	0	0.937	1.0	0.0	0.5714	6.69E-4	8.08E-4	0.1362	0.495
TTN	TRAPPC11	1	Manual	0.32886449	0.10925686	1	1.0	0.237	0.535	2.0240137E-5	0.4390925	0.18287355	0.087251	2.09E-4	2.09E-4	0	0.199	0.0	0.0	0.0	3.26E-4	3.55E-4	0.5549	0.0
LAMA3	LAMB3	1	Manual	0.729812	0.076188	2	0.833	0.853	0.779	0.0021	0.173	0.001	0.00563	0.0	0.0	0	0.976	1.0	0.4	0.381	6.4E-5	6.1E-5	0.0744	0.649
FOXC2	PIEZO1	1	Manual	0.4031345	0.16526571	1	0.068	0.204	0.539	0.0	0.5219876	0.2493869	0.087251	0.5958474	0.38253793	0	0.0	0.0	0.0	0.0909	0.0016303774	0.002751067	0.3731	0.0
STUB1	TBP	1	Manual	1.16734	0.208429	2	0.547	0.257	0.66	0.0	1.384	0.616	0.030263	0.533339	0.448271	0	0.325	0.0	0.0	0.1765	4.9E-4	7.09E-4	0.5096	0.618
GCK	HNF1A	1	Manual	0.97283924	0.32916915	2	0.391	0.316	0.616	0.0	1.68	0.02	0.022521	1.173966	0.765353	0	0.676	0.0	0.0	0.0625	8.0E-6	8.0E-6	0.3911	0.609
PKD1	PKD2	1	Manual	0.9015462	0.29723328	2	0.741	0.71	0.787	0.0082	1.564	0.104	0.006334	1.995183	0.004627	1	0.968	0.99	0.1429	0.2941	6.0E-6	1.0E-5	0.2854	0.779
HNF1A	HNF1B	1	Manual	0.68089247	0.25319675	2	0.83	0.612	0.667	0.0021	1.199	0.501	0.008797	1.968946	0.029627	1	0.526	0.99	0.875	0.3891454	0.004790404	0.0047472813	0.2444	0.587
PDGFRB	SLC20A2	1	Manual	0.990666	0.638909	1	0.263	0.126	0.634	0.0	1.334	0.33	0.051833	1.863073	0.134214	0	0.545	0.15933111	0.0	0.2273	5.4E-5	3.6E-5	0.4392	0.0
RAPSN	AK9	1	Manual	0.43130252	0.1600771	1	0.087	0.132	0.618	0.0	0.4071184	0.1796363	0.085139	0.032645	0.032645	0	0.213	0.027922636	0.0	0.0	4.0E-6	2.0E-6	0.5983	0.0
HSPG2	ATP2B4	1	Manual	0.874099	0.515651	1	0.572	0.247	0.467	0.0	1.201	0.475	0.052784	0.521763	0.521749	0	0.448	0.0	0.0	0.5	0.001249	9.8E-4	0.2516	0.0
EPHA2	SLC26A4	1	Manual	0.727433	0.1502	0	0.099	0.183	0.551	0.0	0.919	0.111	0.057007	0.738294	0.738294	0	0.0	0.0	0.0	0.0769	0.0018089019	0.002499982	0.4359	0.177
ALAS2	CLPX	1	Manual	0.65801	0.248542	1	0.391	0.238	0.85	0.0	1.237	0.403	0.151314	1.737481	0.203828	0	0.456	0.0	0.0	0.0	0.0034572296	0.004951949	0.517	0.0
CACNA1G	SCN2A	1	Manual	0.517479	0.170037	1	0.684	0.527	0.645	5.8E-5	0.967	0.165	0.054895	1.999997	3.0E-6	0	0.272	0.0	0.3333	0.3125	7.0E-6	2.0E-6	0.4183	0.826
NOTCH3	SQSTM1	1	Manual	0.433822	0.040124	0	0.662	0.351	0.609	0.0	1.694	0.036	0.028855	0.211251	0.204173	0	0.21	0.0	0.0	0.381	8.34E-4	0.001435	0.4656	0.48
