GeneA	GeneB	Class	From	Recs.add	Recs.sub	EssgCom	GOSemSim_MF	GOSemSim_BP	GOSemSim_CC	GeneMANIAGG	HI.add	HI.sub	BioDis	LofIn.add	LofIn.sub	BioGRIDPP	STRINGPP	REAC_FI	PS_2DbJacSim	HighexpPer	Abundance.add	Abundance.sub	COXPRESdbMRvalue	DOSemSim
GNRHR	FGFR1	1	DIDA	1.022309	0.549851	1	0.423	0.422	0.672	0	1.341	0.651	0.023929	1.002712	0.974776	0	0.669	0	0	0	8e-05	0.000135	0.6137	0.626
OTUD4	RNF216	1	DIDA	0.218898	0.039052	0	0.504	0.35	0	0	0.493	0.289	0.06377	1.409251	0.590582	0	0.751	0.22229771	0	0.2105	4.8e-05	6.2e-05	0.4905	0
ANOS1	FGFR1	1	DIDA	0.9084912	0.348241	1	0.454	0.316	0.452	0.0019	1.1375753	0.40782157	0.021763353	1.0586227	0.37627664	0	0.877	1	0.0526	0.0968	8.1e-05	0.000132	0.3431	0.653
ANOS1	PROKR2	1	DIDA	0.882848	0.32081124	1	0.143	0.323	0.203	0	0.82263356	0.33600482	0.056697823	0.6614776	0.3612572	0	0.838	0	0	0	3e-06	6e-06	0.4818	0.829
GNRHR	PROK2	1	DIDA	0.357887	0.114571	0	0.081	0.402	0.444	0	0.646	0.044	0.00563	0.284422	0.256486	0	0.97	0	0	0	8e-06	6e-06	0.5419	0.759
SLC3A1	SLC7A9	1	DIDA	0.705573	0.159056	0	0.883	0.719	0.734	0.026	0.269	0.009	0.00563	0.246082	0.246082	0	0.994	1	0	0.5	5e-06	9e-06	0.1695	0
SHH	DISP1	1	DIDA	1.003266	0.779596	1	0.562	0.319	0.635	0	0.623	0.347	0.00563	0.912966	0.912957	0	0.984	1	0	0.2941	1.1e-05	1.3e-05	0.4458	0.276
HAMP	HFE	1	DIDA	1.272347	0.188495	0	0	0.388	0.343	2.9e-05	0.37	0.174	0.006334	0.042506	0.042504	0	0.968	0	0	0	0.000127	0.000213	0.5281	0.665
EDA	WNT10A	1	DIDA	0.302442	0.103507	1	0.664	0.532	0.274	0	0.498	0.108	0.023929	0.932681	0.912342	0	0.756	0	0	0.1304	1.8e-05	2.1e-05	0.5161	0.398
BAAT	TJP2	1	DIDA	0.355693	0.144146	1	0.462	0.166	0.545	0	0.345	0.259	0.08687781	9e-06	7e-06	0	0.748	0	0	0	0.000506	0.000823	0.5798	0
NOD2	IL10RA	1	DIDA	1.100079	0.286591	0	0.573	0.298	1	0	0.292	0.054	0.023929	0.968346	0.968346	0	0.616	0	0	0.2	2e-06	4e-06	0.124	0.441
JUP	DSP	1	DIDA	0.707264	0.032008	2	0.756	0.603	0.735	0.0046	1.564	0.414	0.008797	1.037436	0.962367	1	0.993	1	0	1	0.001798	0.00025	0.0882	0.65
TWNK	POLG	1	DIDA	0.7565939	0.28849658	1	0.476	0.58	0.733	0	1.0441252	0.38774133	0.010780863	1.1361135	0.453534	0	0.908	0	0	0.3125	3.3e-05	4.2e-05	0.2684	0.654
BMPR2	KCNA5	1	DIDA	0.707773	0.295042	1	0.446	0.21	0.67	0	1.048	0.658	0.052784	0.997356	0.995981	0	0.502	0	0	0.25	3e-06	4e-06	0.5305	0.679
PARK7	PINK1	1	DIDA	0.716953	0.364365	1	0.613	0.591	0.76	7.3e-05	0.314	0.078	0.006334	0.90395	0.903949	1	0.988	0.64	0	0.0476	0.00921	0.01633	0.3165	0.477
PRKN	PINK1	1	DIDA	0.78133374	0.27649865	1	0.673	0.716	0.748	0.0051	1.030859	0.3238578	0	1.2320621	0.46265984	0	0.999	1	0	0.381	1.5e-05	1.6e-05	0.3481	0.629
KRT5	KRT14	1	DIDA	0.88118994	0.3067079	2	0.895	0.837	0.941	0.003	1.08	0.496	0.006334	0.536671	0.401985	1	0.999	1	0.5	0.75	0.006287	2.6e-05	0.0033	0.392
COL17A1	LAMB3	1	DIDA	0.609391	0.044233	2	0.93	0.655	0.546	0.0037	0.307	0.135	0.00563	0	0	0	0.971	1	0	0.4	0.002524604	0.0019566861	0.0705	0.324
ATP2B3	LAMA1	1	DIDA	0.3410654	0.109571725	1	0.491	0.214	0.286	0	0.491	0.189	0.079451	0.998769	0.998769	0	0	0	0	0	6.6e-05	9e-05	0.4243	0
PSMB4	PSMB9	1	DIDA	0.70234054	0.20342302	0	1	0.987	0.994	0.001	1.576	0.176	0.008173	0.62446	0.173166	1	0.999	1	1	0.1333	0.011077	0.01169	0.2535	0.172
PSMB4	PSMB8	1	DIDA	0.669747	0.21127698	0	1	0.972	0.994	0.0014	1.304	0.448	0.008173	0.410816	0.38681	1	0.999	1	1	0.1053	0.010876	0.012047	0.2217	0.172
NLRP3	MEFV	1	DIDA	0.319461	0.109212	1	0.729	0.494	0.841	0.00035	0.397	0.247	0.023929	0.447263	0.447263	1	0.616	0.64	0.1429	0.4	3e-06	2e-06	0.2039	0.499
TNFRSF1A	MEFV	1	DIDA	1.130262	0.701589	1	0.663	0.385	0.401	0	0.601	0.451	0.052784	0.985476	0.985476	0	0.597	0	0.0714	0.1739	5e-06	4e-06	0.4581	0.542
MITF	TYR	1	DIDA	1.316148	0.470154	2	0.432	0.224	0.566	0.0038	1.091	0.607	0.052784	0.997811	0.997811	0	0.962	1	0	0	2.2e-05	2.9e-05	0.2805	0.43
SCN1A	SCN2A	1	DIDA	0.557843	0.129672	2	1	0.623	0.715	0.00042	0.782	0.35	0.014076	2	0	0	0.454	0	1	0.5625	5e-06	6e-06	0.1472	0.868
EDNRB	RET	1	DIDA	1.410639	0.048104	2	0.559	0.546	0.61	4.2e-05	1.668	0.122	0.028855	1.019251	0.980528	0	0.754	0	0	0.0476	2e-06	1e-06	0.4732	0.528
GDNF	RET	1	DIDA	1.395167	0.032632	2	0.515	0.611	0.192	0.00035	1.57	0.22	0.006334	1.698561	0.301217	0	0.998	1	0	0.25	1e-06	2e-06	0.3313	0.575
KISS1R	FGFR1	1	DIDA	0.9459	0.626259	2	0.528	0.314	0.728	0	1.093	0.899	0.023929	0.992715	0.984773	0	0.592	0	0	0	8.5e-05	0.000126	0.4303	0.567
PROK2	PROKR2	1	DIDA	0.255386	0.01207	1	0.099	0.408	0.235	0	0.447	0.155	0.00563	0.271123	0.269785	0	0.991	1	0	0	6e-06	1e-05	0.3148	0.772
TRAPPC9	PDE3A	1	DIDA	0.32989362	0.11753698	0	1	0.149	1	0	0.226	0.06	0.064396	0.106618	0.106606	0	0	0	0	0.0588	0.000139	3.7e-05	0.4009	0
CEP41	CEP290	1	DIDA	0.4682988	0.16395845	1	1	0.548	0.777	0.00047	0.59019285	0.19630659	0.030453209	0.000126	0.000126	0	0.956	1	0	0.1765	6.8e-05	0.000106	0.2483	0
FGFR1	PROKR2	1	DIDA	0.919807	0.652352	2	0.53	0.297	0.649	0	1.142	0.85	0.023929	0.989413	0.988075	0	0.707	0	0	0	7.8e-05	0.000138	0.4085	0.504
ANOS1	CHD7	1	DIDA	0.8234525	0.3071789	1	0.686	0.227	0.14	0	0.8357046	0.33622172	0.059196874	0.8240654	0.41843936	0	0.677	0	0	0.0526	1.2e-05	9e-06	0.5069	0.722
FGFR1	IL17RD	1	DIDA	0.910008	0.662152	1	0.471	1	0.374	2.8e-05	1.574	0.418	0.006334	0.988771	0.988718	1	0.921	0	0	0.4	8e-05	0.000135	0.229	1
KISS1R	IL17RD	1	DIDA	0.283748	0.035892	1	0.606	0.544	0.463	0	0.675	0.481	0.054895	0.003997	0.003945	0	0.491	0	0	0	9e-06	9e-06	0.5434	1
FGFR1	DUSP6	1	DIDA	1.159207	0.412953	2	0.089	0.499	0.402	0	1.316	0.676	0.025336	1.899949	0.077539	0	0.548	0	0	0.2609	8.1e-05	0.000133	0.3575	0.357
SPRY4	DUSP6	1	DIDA	0.515028	0.231225	2	0.129	0.472	0.643	0.00014	1.221	0.581	0.050673	1.021125	0.801285	0	0.712	0	0	0.5	1.9e-05	2.4e-05	0.01	1
SPRY4	FGFR1	1	DIDA	0.927981	0.644178	2	1	0.306	0.227	0.00038	1.897	0.095	0.050673	1.098664	0.878825	0	0.595	1	0	0.3636	9.4e-05	0.000109	0.2216	1
KISS1R	PROKR2	1	DIDA	0.293548	0.026093	2	0.839	0.758	0.763	7.3e-06	0.243	0.049	0.00563	0.00464	0.003302	0	0.927	0	1	0	7e-06	1.3e-05	0.4669	0.777
GNRHR	PROKR2	1	DIDA	0.369957	0.102502	1	0.818	0.509	0.906	7.3e-06	0.491	0.199	0.00563	0.014637	0.013299	0	0.926	0	1	0	2e-06	4e-06	0.4034	0.666
PRF1	UNC13D	1	DIDA	0.73386	0.413563	0	0.636	0.155	0.636	4e-05	0.132	0.038	0.05609328	0	0	0	0.72	0	0.3333	0.2143	0.0024765567	0.002499468	0.332	0.422
PRF1	STXBP2	1	DIDA	0.705904	0.441519	0	0.655	0.208	0.626	0	0.542	0.448	0.05662468	7.8e-05	7.7e-05	0	0.676	0	0	0.1667	0.0025365236	0.0027388888	0.4379	0
STXBP2	STX11	1	DIDA	0.315425	0.05104	0	0.872	0.467	0.564	0	0.678	0.312	0.011311	0.020104	0.019948	1	0.98	0.77	0	0.3	0.002618	0.001072	0.2972	0
RAB27A	STXBP2	1	DIDA	0.522196	0.257811	0	0.508	0.497	0.792	0.00014	1.158	0.168	0.061168	0.00016	5e-06	0	0.748	0	0	0.3333	0.002066	0.002052	0.2983	0
ITGA7	MYH7B	1	DIDA	0.690252	0.042454	1	0.44123408	0.2733606	0.52744174	1e-04	0.357	0.107	0.056832	0	0	0	0.191	0	0	0.1765	0.00012	0.000134	0.273	0.3935235
ABCC9	TTN	1	DIDA	0.541041	0.227323	1	0.415	0.268	0.271	3.2869015e-05	0.445	0.259	0.090085	0.000701	0.000701	0	0.422	0	0	0.0588	0.000263	0.000467	0.2942	0.533
OCA2	SLC45A2	1	DIDA	0.951706	0.219279	1	0.299	0.084	0.235	4.7e-05	0.196	0.01	0.463535	7.9e-05	7.9e-05	0	0.93	1	0	0.1905	0	0	0.2491	1
HNF4A	HNF1A	1	DIDA	0.98864377	0.3571262	2	0.881	0.537	0.816	0.0045	1.798	0.098	0.006334	1.888885	0.050434	0	0.933	1	0	1	1e-05	1e-05	0.0218	0.681
NEUROD1	PDX1	1	DIDA	1.340656	0.134094	2	0.511	0.653	0.929	0.00028	1.121	0.819	0.022521	0.660987	0.384845	0	0.838	1	0	0	2e-05	2e-06	0.6359	0.728
BMP15	SMC1B	1	DIDA	0.276086	0.106629	1	0	0	0.445	0	0.88	0.23	0.09853	1.040122	0.933034	0	0.249	0	0	0	8e-06	4e-06	0.4099	0
REC8	GDF9	1	DIDA	0.46582225	0.15575358	1	0.328	0.343	0.125	0	0.183	0.043	0.054895	0.52699	0.526966	0	0.3	0	0	0.2	0.0011712362	0.0017222665	0.4875	0.417
FIGLA	GDF9	1	DIDA	0.6588791	0.1944311	0	0.392	0.587	0.141	0	0.251	0.025	0.095398	0.73175	0.731726	0	0.789	0	0	0	6e-06	9e-06	0.3208	1
BMP15	NOBOX	1	DIDA	0.75231314	0.27813956	1	0.193	0.785	0	0	0.86585164	0.23935495	0.057007	0.053581	0.053507	0	0.758	0.16830778	0	0	4e-06	3e-06	0.2968	1
COL4A5	COL4A4	1	DIDA	0.71707994	0.33283547	0	1	1	0.969	0.00053	0.964	0.796	0.00563	0.999918	0.999918	0	0.918	1	1	0.05	0.000102	3.3e-05	0.3433	0.591
COL4A5	COL4A3	1	DIDA	0.74783474	0.32597673	0	0.658	1	0.925	5e-04	1.174	0.586	0.00563	0.999994	0.999843	0	0.911	1	1	0.0455	9.6e-05	4.3e-05	0.3809	0.578
NPHS2	NPHS1	1	DIDA	0.801669	0.268483	2	1	0.644	0.824	0.0066	1.2516048	0.29981712	0.00563	0.008964	0.008964	1	0.998	1	0	0.6667	5.8e-05	7.5e-05	0.5652	0.799
CD2AP	NPHS2	1	DIDA	0.645676	0.11249	1	1	0.321	0.378	0.0017	0.879	0.401	0.00563	0.822185	0.804257	1	0.997	1	0	0.0625	0.000821	0.001428	0.5056	0.631
ALAD	CPOX	1	DIDA	0.701015	0.417558	0	0.467	0.532	0.633	0.0028	0.583	0.383	0.067143	0.086178	0.039723	0	0.945	0	0	0.1818	0.005758856	0.0057799215	0.1359	0.071
HMBS	UROD	1	DIDA	0.919974	0.462596	2	0.235	1	0.792	0.0029	0.769	0.177	0.131537	0.944956	0.944671	0	0.993	0	0	0.2727	0.0065185716	0.005744925	0.0892	0.78
KCNQ1	KCNH2	1	DIDA	0.634317	0.03912	1	0.844	0.791	0.705	0.00019	0.992	0.402	0.00563	0.996076	0.996027	0	0.928	0	0.25	0.1	4e-06	5e-06	0.2931	0.599
KCNE1	KCNH2	1	DIDA	0.630256	0.035059	1	0.847	0.83	0.81	0.0017	0.793	0.601	0.008797	1.000237	0.991865	1	0.993	1	0	0.1739	4e-06	5e-06	0.5525	0.648
KCNE1	SCN5A	1	DIDA	0.590477	0.074838	1	0.747	0.602	0.765	0	0.338	0.146	0.025336	0.999934	0.991561	0	0.867	0	0	0.1875	1e-06	0	0.4186	0.695
SCN5A	KCNH2	1	DIDA	0.555418	0.039779	2	0.789	0.679	0.711	0	0.939	0.455	0.035189	1.991799	0.000304	0	0.933	0	0.2	0.125	4e-06	5e-06	0.3256	0.768
CAV3	KCNH2	1	DIDA	0.854559	0.259363	1	0.498	0.53	0.629	0.00015	1.052	0.342	0.008985	1.335888	0.656215	1	0.809	0	0	0.1176	2.6e-05	3.4e-05	0.4734	0.65
KCNQ1	SCN5A	1	DIDA	0.594538	0.078899	1	0.779	0.668	0.745	0.00018	0.537	0.053	0.025336	0.995772	0.995723	0	0.905	0	0.25	0.0769	1e-06	1e-06	0.369	0.679
PITX2	FOXC1	1	DIDA	0.933655	0.335561	2	0.847	0.597	0.807	0.0033	1.674	0.29	0.006334	1.763585	0.4689015	0	0.828	0.53	0	0.0769	0.0030781834	0.0031507753	0.4007	0.731
PRPH2	ROM1	1	DIDA	0.443875	0.016734	0	0	0	1	0.0037	0.744	0.052	0.006334	0.391328	0.384791	0	0.52	0.62474877	1	0.12	1.9e-05	1e-06	0.5627	0
LRP5	EYS	1	DIDA	0.187788	0.020097	1	0.477	0.181	0.089	0	0.53682256	0.2644655	0.08801	0.998356	0.998356	0	0.206	0.047567155	0.0714	0	2e-06	1e-06	0.4763	0.106
GJB3	GJB2	1	DIDA	0.66971	0.341676	2	1	0	0.468	0.00028	0.508	0.296	0.006334	0.002733	0.002733	1	0.699	0.53	1	0.5714	8e-06	5e-06	0.2405	1
ATP2B2	CDH23	1	DIDA	0.383534	0.022619	0	1	0.681	0.257	0	0.932	0.384	0.073523	1.050614	0.949229	0	0.76	0	0	0.1176	7.9e-05	0.000128	0.3519	0.339
ATP2B2	MYO6	1	DIDA	0.499946	0.139031	0	0.469	0.271	0.566	0	0.874	0.442	0.02904	1.01771	0.982133	0	0.371	0	0	0.1053	0.000746	0.001056	0.5537	0.62
GJB2	TMPRSS3	1	DIDA	0.611142	0.400244	1	0.137	0.149	0.565	0	0.451	0.353	0.09464	4e-05	4e-05	0	0.7	0	0	0.0625	0.0013191407	0.0018249605	0.4502	0.532
PDZD7	ADGRV1	1	DIDA	0.5372654	0.2436736	0	1	0.503	0.628	0	0.8120899	0.36499414	0.015766947	1.1785423	0.5830057	0	0	0.99	0	0.4286	7e-06	1.1e-05	0.5956	1
MITF	GJB2	1	DIDA	0.92869	0.082696	2	0.325	0.18	0.428	0	1.251	0.447	0.054895	0.997811	0.997811	0	0.212	0	0	0.125	2.1e-05	3e-05	0.5814	0.579
PCDH15	CDH23	1	DIDA	0.381501	0.024651	0	0	0.792	0.616	0.00027	0.479	0.069	0.006256	0.050693	0.050693	0	0.882	1	1	0.0909	5e-06	3e-06	0.5757	0.752
MYO7A	PCDH15	1	DIDA	0.517241	0.160391	0	0	0.589	0.631	0	0.312	0.098	0.079997	0	0	0	0.937	0.53	0	0.1053	9e-06	1.1e-05	0.5057	0.866
MYO7A	CDH23	1	DIDA	0.541893	0.13574	0	1	0.527	0.462	0.00071	0.381	0.167	0.04082	0.050693	0.050693	0	0.968	0	0	0.1333	1.1e-05	8e-06	0.2758	0.692
MYO7A	ADGRV1	1	DIDA	0.8020677	0.32163304	0	0.56	0.511	0.472	0	0.73345196	0.30911902	0.014798812	0.7708599	0.41739637	0	0.847	0.53	0	0.0667	8e-06	1.3e-05	0.5108	1
WHRN	ADGRV1	1	DIDA	0.8537573	0.34846932	0	1	0.645	0.774	0	0.8066781	0.33007088	0	0.90853524	0.41912684	0	0.876	0.53	0	0.0526	2.3e-05	4e-05	0.3915	1
MYO7A	USH2A	1	DIDA	0.5658589	0.17910841	0	0.701	0.639	0.565	0	0.236	0.022	0.04082	0	0	0	0.855	0.53	0	0.3	8e-06	1.2e-05	0.4209	0.518
PDZD7	USH2A	1	DIDA	0.64948124	0.22663115	0	1	0.603	0.723	0	0.328	0.07	0.006334	0.72277	0.72277	0	0.925	0.99	0	0.1333	7e-06	1.1e-05	0.5771	0.782
FZD4	LRP5	1	DIDA	0.313647	0.105762	1	0.792	0.521	0.494	0.0015	0.363	0.231	0.00563	1.919142	0.077569	0	0.988	1	0	0.3333	5e-06	5e-06	0.369	0.285
FZD4	F5	1	DIDA	0.45452178	0.18903421	1	1	0.18	0.545	0	0.444	0.15	0.050673	0.920787	0.920787	0	0	0	0	0	0.001112	0.001958	0.5268	0.217
MAN1B1	SEC23A	1	DIDA	0.50326455	0.19955103	0	0.366	0.082	0.617	0	0.95	0.368	0.049675	0.000131	0.000125	0	0.261	0.06834634	0	0.0952	0.000978	0.001541	0.362	0
WDR11	PROKR2	1	DIDA	0.5538802	0.2163829	1	0.143	0.246	0.33	0	0.5056724	0.2042421	0.087251	0.070997	0.069659	0	0	0	0	0	0.000177	0.000314	0.5944	1
PCARE	RP1L1	1	DIDA	0.68969446	0.25368053	0	0	0.426	0.749	0	0.8702663	0.29986492	0.046785746	0.94478476	0.3785791	0	0.631	0.17938623	0	0.28952244	0	0	0.2036	1
FGG	FGA	1	DIDA	0.768818	0.065629	1	1	0.974	0.989	0.0039	0.514	0.156	0.00563	0.079294	0.079294	1	0.999	1	0.6667	1	0.0026321083	0.0021364375	3e-04	0.816
MYOC	CYP1B1	1	DIDA	1.030207	0.209297	1	0.346	0.355	0.52	0	0.596	0.414	0.095715	0.000297	0.000296	0	0.857	0	0	0.1579	0.0016271838	0.0018786985	0.4953	0.58
TEK	CYP1B1	1	DIDA	0.722071	0.517434	2	0.283	0.469	0.282	0	0.977	0.795	0.023929	1.000289	0.999696	0	0	0	0	0.4375	0.0011716328	0.001807585	0.4508	0.463
STXBP2	UNC13D	1	DIDA	0.292341	0.027956	0	0.773	0.735	0.786	0	0.58	0.41	0.106894	7.8e-05	7.8e-05	0	0.906	0	0	0.2727	0.002414	0.001434	0.1075	0
NOBOX	SMC1B	1	DIDA	0.40891883	0.14623956	0	0	0	0	0	0.62282825	0.30408344	0.054895	0.986616	0.986541	0	0.262	0.068438716	0	0	6e-06	7e-06	0.3273	0
GGCX	ABCC6	1	DIDA	0.64463425	0.20916076	1	0.205	0.145	0.67	2e-04	0.229	0.015	0.059921	1e-06	1e-06	0	0.761	0.17511244	0	0.1765	2.4e-05	2.5e-05	0.2386	0.261
USH1C	CDH23	1	DIDA	0.372078	0.034075	0	1	0.46	0.535	0.009	0.341	0.207	0.006334	0.050693	0.050693	1	0.999	0.99	0	0	8e-06	3e-06	0.594	1
PSMA3	PSMB8	1	DIDA	0.67950994	0.2266965	0	0.92	0.984	0.943	0.0011	1.423	0.567	0.008173	1.002285	0.978279	1	0.999	1	0.5	0.2222	0.00902	0.008755	0.2087	0
BBS1	BBS9	1	DIDA	0.8069034	0.27656808	1	0.731	0.553	0.767	0.00068	0.8172512	0.2660704	0.00563	0	0	1	0.999	1	0	0.4118	0.000133	0.000214	0.2247	0.799
NSMF	ANOS1	1	DIDA	0.78851706	0.28235373	0	0.815	0.318	0.225	0	1.0153936	0.4053824	0.03324668	1.1714791	0.5613332	0	0.669	0.12037364	0	0.4706	9e-06	3e-06	0.6093	0.829
COL4A4	COL4A3	1	DIDA	0.588831	0.090803	0	0.658	0.513	0.955	0.0017	0.378	0.21	0.00563	7.6e-05	7.6e-05	0	0.949	1	1	0.5385	7.7e-05	1e-05	1e-04	0.882
PYGM	CPT2	1	DIDA	0.229495	0.026901	0	0.188	0.225	0.452	0	0.595	0.365	0.0929	1e-06	0	0	0.502	0	0	0	0.007872	0.010281	0.4651	0.377
KCNE1	KCNQ1	1	DIDA	0.669376	0.004061	0	0.838	0.825	0.745	0.0028	0.391	0.199	0.006334	0.004211	0.004162	1	0.997	1	0	0.15	1e-06	0	0.3512	0.703
LMBRD1	MTR	1	DIDA	0.789343	0.583907	1	0.082	1	0.36	0	0.825	0.445	0.06631	2e-06	2e-06	0	0.811	0	0	0.2	0.0016877656	0.0023237085	0.5039	0
CDK5RAP2	CEP152	1	DIDA	0.184661	0.015312	1	0.765	0.669	0.763	0.00089	0.174	0.104	0.00563	0	0	1	0.992	1	0	0.3571	1.9e-05	2.5e-05	0.0583	0.246
TYR	OCA2	1	DIDA	1.259365	0.526938	2	0.528	1	0.755	0.00011	0.345	0.139	0.361647	0	0	0	0.934	1	0	0.125	3e-06	5e-06	0.1294	0.508
TYR	SLC45A2	1	DIDA	1.478644	0.307659	1	0.069	0.243	0.234	0.00033	0.335	0.149	0.095715	7.9e-05	7.9e-05	0	0.893	1	0	0.1818	3e-06	4e-06	0.0329	1
NSMF	TACR3	1	DIDA	0.6457993	0.20529558	0	0.815	0.336	0.334	0	0.7345231	0.23811151	0.090648	0.046548	0.046544	0	0.65	0.19844206	0	0.2857	1.2e-05	3e-06	0.5085	0.755
BBS1	BBS12	1	DIDA	0.7383826	0.2522504	1	1	0.14	0	0.00048	0.6935937	0.22605294	0.006334	1e-06	0	0	0.993	1	0	0.2941	9e-06	7e-06	0.2054	0.799
